@Relation test
@Attribute feature_0 numeric
@Attribute feature_1 numeric
@Attribute feature_2 numeric
@Attribute feature_3 numeric
@Attribute feature_4 numeric
@Attribute feature_5 numeric
@Attribute feature_6 numeric
@Attribute feature_7 numeric
@Attribute feature_8 numeric
@Attribute feature_9 numeric
@Attribute feature_10 numeric
@Attribute feature_11 numeric
@Attribute feature_12 numeric
@Attribute feature_13 numeric
@Attribute feature_14 numeric
@Attribute feature_15 numeric
@Attribute feature_16 numeric
@Attribute feature_17 numeric
@Attribute feature_18 numeric
@Attribute feature_19 numeric
@Attribute feature_20 numeric
@Attribute feature_21 numeric
@Attribute feature_22 numeric
@Attribute feature_23 numeric
@Attribute feature_24 numeric
@Attribute feature_25 numeric
@Attribute feature_26 numeric
@Attribute feature_27 numeric
@Attribute class {FILE-TRANSFER_gate_SFTP_filetransfer.pcap,CHAT_facebookchatgateway.pcap,MAIL_gate_Email_IMAP_filetransfer.pcap,VIDEO_Youtube_Flash_Gateway.pcap}
@data
167772687,1386344369,47257,110,11,54,54,54,54,54,54,54,54,54,54,54,2.8363539999999148,1e-05,0.05424299999992854,0.11296500000003107,0.04845399999999245,0.038115999999945416,0.10097600000005968,0.017541999999934887,0.0764880000000403,0.10146399999996447,0.15043100000002596,1.1189000000000533,CHAT_facebookchatgateway.pcap
167772687,1386344369,47257,110,11,597,597,1111,1111,1514,679,1111,597,597,1111,1111,4.4348340000000235,1e-05,0.5361759999999549,0.6546849999999722,0.19855500000005577,0.0006069999999454012,0.00023500000008880306,0.18089399999996658,0.02733100000000377,0.006160000000022592,0.45503199999996014,2.374871999999982,CHAT_facebookchatgateway.pcap
1386344369,167772687,110,47257,11,597,1404,1404,496,1404,1404,1039,597,1111,597,1111,3.4041839999999866,1e-05,0.04845299999999497,0.038130000000023756,0.10095899999998892,0.01754700000003595,0.07649199999991652,0.062360000000012406,0.18952100000001337,1.118914000000018,1.2064349999999422,0.5453240000000505,CHAT_facebookchatgateway.pcap
1386344369,167772687,110,47257,11,60,60,60,60,60,60,60,60,60,60,60,5.437622000000033,1e-05,0.1984140000000707,0.0011700000000018917,0.18041899999991529,0.027284000000008746,0.0072170000000824075,0.45443199999999706,2.374549000000002,1.7479680000000144,0.44107499999995525,0.0009979999999814027,CHAT_facebookchatgateway.pcap
167772687,1386344369,47257,110,11,54,54,54,54,54,54,54,54,54,54,54,3.322110000000066,1e-05,0.5453300000000354,1.2140210000000025,0.09931200000005447,0.09024799999997413,0.26674900000000434,0.1894159999999374,0.1394310000000587,0.05155500000000757,0.5853369999999813,6.199999995715189e-05,CHAT_facebookchatgateway.pcap
1386344369,167772687,110,47257,11,597,1404,789,597,597,1404,789,1474,719,1140,1111,1.7589830000000575,1e-05,0.09930899999994836,0.09025500000007014,0.2667299999999386,0.18942600000002585,0.13943300000005365,0.051569999999969696,0.5853240000000142,9.099999999762076e-05,0.14066400000001522,0.19613700000002154,CHAT_facebookchatgateway.pcap
167772687,1386344369,47257,110,11,1111,597,597,597,597,1111,597,1111,597,1514,679,5.062069000000065,1e-05,0.44066000000009353,0.0007069999999202992,0.00507900000002337,0.000427000000058797,1.0399679999999307,0.4847630000000436,1.40954499999998,1.6791509999999334,0.0006940000000668078,0.00012700000002041634,CHAT_facebookchatgateway.pcap
167772687,1386344369,47257,110,11,54,54,54,54,54,54,54,54,54,54,54,4.286518000000001,1e-05,0.1961310000000367,0.2459449999998924,0.153124000000048,1.2195749999999634,1.6930090000000746,0.1909249999999929,0.1340659999999616,0.009127000000034968,0.0005919999999832726,0.29240100000004077,CHAT_facebookchatgateway.pcap
1386344369,167772687,110,47257,11,597,1111,597,597,597,1404,1404,1404,174,597,1111,3.8827850000000126,1e-05,0.19137499999999363,1.219575999999961,1.6930070000000796,0.190921000000003,0.13406899999995403,0.0091539999999668,0.0005940000000919099,0.04782399999999143,0.20476799999994455,0.19144900000003418,CHAT_facebookchatgateway.pcap
1386344369,167772687,110,47257,11,60,60,60,60,60,60,60,60,60,60,60,7.332521999999926,1e-05,0.00023499999997511622,1.040693000000033,0.4841349999999238,1.4100010000000793,1.6787039999999251,0.0015540000000555665,0.5732369999999491,0.01953400000002148,0.4040149999999585,1.5313920000000962,CHAT_facebookchatgateway.pcap
167772687,1386344369,47257,110,11,54,54,54,54,54,54,54,54,54,54,54,5.447079000000031,1e-05,0.2362919999999349,1.290616,0.24129900000002635,0.15094399999998132,1.2087360000000444,1.7314139999999725,0.0004000000000132786,0.2646340000000009,0.16931399999998575,0.10188600000003589,CHAT_facebookchatgateway.pcap
1386344369,167772687,110,47257,11,597,1111,597,1111,597,1474,205,597,597,1404,1404,5.250545000000102,1e-05,1.3302850000000035,0.2019950000000108,0.19024000000001706,1.2087470000000167,1.7314069999999901,0.00043700000003354944,0.22415399999999863,0.20976199999995515,0.10188700000003337,0.05158800000003794,CHAT_facebookchatgateway.pcap
167772687,1386344369,47257,110,11,597,597,1111,1111,1111,597,597,597,1111,1111,597,7.26892399999997,1e-05,0.019428999999945518,0.40377300000000105,1.531661999999983,1.3953539999999975,1.9602180000000544,0.0006069999999454012,0.03165999999998803,0.5328110000000379,1.3914389999999912,0.0013750000000527507,CHAT_facebookchatgateway.pcap
1386344369,167772687,110,47257,11,60,60,60,60,60,60,60,60,60,60,60,5.458590999999956,1e-05,1.9605579999999918,0.00019199999996999395,0.031658999999990556,0.5332610000000386,1.3920669999999973,0.0007160000000112632,0.8477440000000342,0.0021299999999655483,0.40892699999994875,0.10961300000008123,CHAT_facebookchatgateway.pcap
1386344369,167772687,110,47257,11,1404,203,597,597,597,1404,1404,1010,1404,1303,597,2.9781699999999773,1e-05,0.03412300000002233,0.1872210000000223,1.3654809999999316,0.8496840000000248,0.13195200000006935,0.0570189999999684,0.0009119999999711581,0.022788999999988846,0.11728000000005068,0.17329499999993914,CHAT_facebookchatgateway.pcap
167772687,1386344369,47257,110,11,54,54,54,54,54,54,54,54,54,54,54,3.134003000000007,1e-05,0.0068649999999479405,0.07353999999997995,0.14780900000005204,1.3654749999999467,0.8496860000000197,0.13195900000005167,0.0570030000000088,0.0008939999999029169,0.022818000000029315,0.32894499999997606,CHAT_facebookchatgateway.pcap
1386344369,167772687,110,47257,11,1111,597,1111,597,1404,789,597,597,1474,1334,496,1.4796119999999746,1e-05,0.21373399999993126,0.20141699999999219,0.2346989999999778,0.0840689999999995,0.10540600000001632,0.2647420000000693,0.18480199999999058,0.18306399999994483,8.800000000519503e-05,0.007558000000017273,CHAT_facebookchatgateway.pcap
167772687,1386344369,47257,110,11,54,54,54,54,54,54,54,54,54,54,54,1.4977969999999914,1e-05,0.2503519999999071,0.16480200000000877,0.2711980000000267,0.04755899999997837,0.10540900000000875,0.3037219999999934,0.14582400000006146,0.18306399999994483,5.800000008093775e-05,0.0075759999999718275,CHAT_facebookchatgateway.pcap
167772687,1386344369,47257,110,11,597,1514,679,597,597,1111,1111,597,1111,597,1111,2.3785839999999325,1e-05,0.0020729999999957727,0.00017199999990680226,0.4088320000000749,0.10876799999994091,0.3743580000000293,0.4144109999999728,0.41133400000001075,0.05063200000006418,0.01746499999990192,0.5898430000000872,CHAT_facebookchatgateway.pcap
1386344369,167772687,110,47257,11,597,1404,304,597,597,597,1404,1332,1404,1404,1404,4.33877700000005,1e-05,0.15840500000001612,0.03210699999999633,0.20111500000007254,2.961510999999973,0.7622769999999264,0.06806200000005447,0.12165400000003501,0.022888999999963744,0.010313999999993939,0.0004320000000461732,CHAT_facebookchatgateway.pcap
167772687,1386344369,47257,110,11,54,54,54,54,54,54,54,54,54,54,54,4.327105999999958,1e-05,0.12086399999998321,0.032079000000067026,0.23825199999998858,2.9243979999999965,0.7622749999999314,0.06806700000004184,0.12166799999999967,0.022872000000006665,0.010281999999961045,0.0004320000000461732,CHAT_facebookchatgateway.pcap
1386344369,167772687,110,47257,11,60,60,60,60,60,60,60,60,60,60,60,6.090123000000062,1e-05,0.4143580000001066,0.41117099999996753,0.05054599999994025,0.017260000000078435,0.590349999999944,0.3369040000000041,2.9636279999999715,0.7661269999999831,0.00271100000009028,0.4360639999999876,CHAT_facebookchatgateway.pcap
167772687,1386344369,47257,110,11,1111,1111,597,1514,679,597,1111,1111,1514,165,1514,5.104504999999904,1e-05,2.9636809999999514,0.7658440000000155,0.002828000000022257,0.00017100000002301385,0.43456899999989673,0.3455870000000232,0.5905999999999949,0.0005060000000867149,9.399999999004649e-05,0.0005039999999780775,CHAT_facebookchatgateway.pcap
1386344369,167772687,110,47257,11,174,1404,818,597,597,597,1474,719,1111,597,1111,2.138712999999939,1e-05,0.19021799999995892,0.001979000000005726,0.23161400000003596,0.18940599999996266,0.41270300000007865,0.19147499999996853,0.00011599999993450183,0.5282880000000887,0.19894599999997808,0.19391299999995226,CHAT_facebookchatgateway.pcap
167772687,1386344369,47257,110,11,54,54,54,54,54,54,54,54,54,54,54,2.1297889999999597,1e-05,0.15284999999994398,0.0019430000000966174,0.2316409999999678,0.18941499999993994,0.4126899999999978,0.19149000000004435,7.600000003549212e-05,0.5283129999999119,0.2355810000000247,0.15729399999997895,CHAT_facebookchatgateway.pcap
1386344369,167772687,110,47257,11,60,60,60,60,60,60,60,60,60,60,60,5.265326000000073,1e-05,0.5906540000000859,0.0007039999999278734,0.0008569999999963329,0.919132999999988,0.4128970000000436,0.05726500000002943,2.861300999999912,0.002874000000019805,0.2792670000000044,0.14035599999999704,CHAT_facebookchatgateway.pcap
167772687,1386344369,47257,110,11,165,597,1111,597,597,597,597,597,597,597,597,4.6759360000000925,1e-05,0.9192240000000993,0.41325899999992544,0.05727300000000923,2.861185999999975,0.0029970000000503205,0.2787479999999505,0.1405690000000277,0.0005160000000614673,0.001057999999943604,0.0006839999999783686,CHAT_facebookchatgateway.pcap
1386344369,167772687,110,47257,11,60,60,60,60,60,60,60,60,60,60,60,0.15505199999995511,1e-05,0.0008619999999837091,0.00044000000002597517,0.13272799999992912,0.011153000000035718,0.00089900000000398,0.0009129999999686333,0.0030340000000705913,0.0009679999999434585,0.0031589999999823704,0.0007930000000442305,CHAT_facebookchatgateway.pcap
1386344369,167772687,110,47257,11,597,597,1474,1334,1404,203,1474,1474,1315,1404,1474,3.537666999999942,1e-05,3.0840670000000046,0.12866599999995287,3.700000002027082e-05,0.00885100000004968,0.009371999999984837,0.2970070000000078,4.6999999995023245e-05,5.7999999967250915e-05,0.009237999999982094,0.0003140000000030341,CHAT_facebookchatgateway.pcap
167772687,1386344369,47257,110,11,54,54,54,54,54,54,54,54,54,54,54,3.642605000000003,1e-05,3.0473759999999857,0.12867499999993015,0.31527600000003986,0.00931300000002011,0.0003000000000383807,0.05104099999994105,0.07895299999995586,3.800000001774606e-05,2.9000000040468876e-05,2.8000000042993634e-05,CHAT_facebookchatgateway.pcap
167772687,1386344369,47257,110,11,597,597,597,597,1111,1514,194,1111,597,597,597,0.4957490000000462,1e-05,0.010786999999936597,0.00169000000005326,0.0009159999999610591,0.0014170000000603977,0.0004339999999274369,0.0013770000000477012,0.0036740000000463624,0.0006179999999176289,0.000711000000023887,0.4739309999999932,CHAT_facebookchatgateway.pcap
1386344369,167772687,110,47257,11,1334,1404,1474,1474,1474,1194,1474,1474,1264,1404,1474,0.2721960000000081,1e-05,0.01368800000000192,0.11626499999999851,7.700000003296736e-05,3.000000003794412e-05,2.7999999929306796e-05,0.011584000000084416,8.50000000127693e-05,2.999999992425728e-05,0.010831000000052882,0.11954099999991286,CHAT_facebookchatgateway.pcap
1386344369,167772687,110,47257,11,1474,1474,1194,1474,1474,1264,1404,1474,1334,1474,1334,0.1406090000000404,1e-05,5.199999998239946e-05,7.000000096013537e-06,0.00785299999995459,9.999999974752427e-06,3.700000002027082e-05,0.012445999999954438,0.1200970000001007,4.099999989648495e-05,5.2000000096086296e-05,6.999999982326699e-06,CHAT_facebookchatgateway.pcap
167772687,1386344369,47257,110,11,54,54,54,54,54,54,54,54,54,54,54,0.27895999999998367,1e-05,4.799999999249849e-05,2.899999992678204e-05,0.010865000000080727,0.11954800000000887,5.29999999798747e-05,0.007863999999926818,0.012518000000000029,0.12011000000006788,5.199999998239946e-05,0.007843999999977314,CHAT_facebookchatgateway.pcap
1386344369,167772687,110,47257,11,1474,1474,1264,1404,1474,1474,1474,1194,1474,1334,1404,0.15409699999997883,1e-05,3.6000000022795575e-05,4.100000001017179e-05,0.011358999999970365,0.12274100000001908,4.400000000259752e-05,5.3999999977349944e-05,6.999999982326699e-06,0.006177999999977146,2.8000000042993634e-05,0.011797999999998865,CHAT_facebookchatgateway.pcap
1386344369,167772687,110,47257,11,1404,1474,1474,1474,1194,1474,1334,1474,1334,1474,1334,0.2607460000000401,1e-05,0.11986500000000433,4.100000001017179e-05,4.200000000764703e-05,6.999999982326699e-06,0.00640299999997751,1.600000007329072e-05,0.015135999999984051,3.6000000022795575e-05,0.11914600000000064,4.0000000012696546e-05,CHAT_facebookchatgateway.pcap
167772687,1386344369,47257,110,11,54,54,54,54,54,54,54,54,54,54,54,0.4052879999999277,1e-05,0.12276399999996102,5.499999997482519e-05,0.006211000000007516,0.013620000000059918,0.11989699999992354,4.3000000005122274e-05,0.006421000000045751,0.015175999999996748,0.11918700000001081,0.0014609999999493084,CHAT_facebookchatgateway.pcap
1386344369,167772687,110,47257,11,1474,1334,1404,1404,1474,1334,1474,1474,1264,1474,1334,0.14352899999994406,1e-05,1.099999997222767e-05,0.0038759999999911088,1.900000006571645e-05,0.017208999999979824,3.100000003541936e-05,0.11854299999993145,4.400000000259752e-05,5.599999997230043e-05,7.000000096013537e-06,2.7999999929306796e-05,CHAT_facebookchatgateway.pcap
1386344369,167772687,110,47257,11,60,60,60,60,60,60,60,60,60,60,60,1.4356159999999818,1e-05,0.47325100000000475,0.09981899999991128,0.01361300000007759,0.008882999999968888,0.11164099999996324,0.3220969999999852,0.10166300000003048,0.007864000000040505,0.15078599999992548,0.1435989999999947,CHAT_facebookchatgateway.pcap
1386344369,167772687,110,47257,11,1404,1474,1474,1264,1474,1334,1474,1334,1404,1404,1404,0.16213900000002468,1e-05,0.01958999999999378,2.300000005561742e-05,3.500000002532033e-05,0.11617899999998826,4.5999999997548e-05,4.3000000005122274e-05,6.999999982326699e-06,2.700000004551839e-05,0.004680000000007567,0.021487999999976637,CHAT_facebookchatgateway.pcap
167772687,1386344369,47257,110,11,54,54,54,54,54,54,54,54,54,54,54,0.30178699999999026,1e-05,0.017242000000010194,0.11858999999992648,5.5000000088512024e-05,0.0037419999999883657,0.019606999999950858,0.039963000000057036,0.07629899999994905,4.500000000007276e-05,0.0011739999999917927,0.025044999999977335,CHAT_facebookchatgateway.pcap
1386344369,167772687,110,47257,11,1474,1334,1404,1474,1474,1264,1474,1334,1474,1474,1264,0.14197200000000976,1e-05,3.500000002532033e-05,0.11233000000004267,0.0015699999999014835,1.1000000085914508e-05,4.0000000012696546e-05,0.005859999999984211,1.9999999949504854e-05,0.02156400000001213,3.400000002784509e-05,4.0000000012696546e-05,CHAT_facebookchatgateway.pcap
167772687,1386344369,47257,110,11,597,597,597,597,597,597,597,597,597,597,597,1.0051830000001019,1e-05,0.013563000000090142,0.008411999999907493,0.11225900000010824,0.3212909999999738,0.10228999999992539,0.007962000000020453,0.15101500000002943,0.14359300000000985,0.1351439999999684,0.00945400000000518,CHAT_facebookchatgateway.pcap
167772687,1386344369,47257,110,11,54,54,54,54,54,54,54,54,54,54,54,0.24645199999997658,1e-05,0.07537700000000314,0.0012159999999994398,0.0002949999999373176,0.00562600000000657,0.021600000000034925,0.11461499999995794,5.2000000096086296e-05,0.003608999999983098,0.023432999999954518,4.6999999995023245e-05,CHAT_facebookchatgateway.pcap
1386344369,167772687,110,47257,11,1474,1474,1474,174,1074,1474,1334,1474,1474,1264,1474,0.14215100000001257,1e-05,4.200000000764703e-05,5.29999999798747e-05,7.000000096013537e-06,2.6999999931831553e-05,0.0035599999999931242,6.700000005821494e-05,0.023350999999934174,7.500000003801688e-05,6.999999982326699e-06,0.11491699999999128,CHAT_facebookchatgateway.pcap
1386344369,167772687,110,47257,11,1474,1474,1474,1124,1474,1334,1474,1474,1264,1474,1334,0.13920900000005076,1e-05,4.5999999997548e-05,6.999999982326699e-06,2.8000000042993634e-05,0.0031850000000304135,6.899999993947858e-05,0.02246300000001611,2.300000005561742e-05,4.799999999249849e-05,0.11330999999995583,1.899999995202961e-05,CHAT_facebookchatgateway.pcap
1386344369,167772687,110,47257,11,1474,1334,1404,1474,1334,1474,1474,1264,1474,1334,1474,0.1412920000000213,1e-05,6.999999982326699e-06,2.700000004551839e-05,0.003838999999970838,5.499999997482519e-05,0.025382000000035987,4.200000000764703e-05,4.999999998744897e-05,0.1108880000000454,4.100000001017179e-05,0.0009509999999863794,CHAT_facebookchatgateway.pcap
167772687,1386344369,47257,110,11,54,54,54,54,54,54,54,54,54,54,54,0.2834530000000086,1e-05,4.500000000007276e-05,0.0032280000000355358,0.022543000000041502,0.11337800000001153,3.800000001774606e-05,0.0038779999999860593,0.025473999999917396,0.03961300000003121,0.07136700000000928,0.0009539999999788051,CHAT_facebookchatgateway.pcap
1386344369,167772687,110,47257,11,1334,1474,1474,1264,1474,1474,1264,1474,1334,1474,1334,0.14072699999996985,1e-05,0.0029419999999618085,2.0000000063191692e-05,3.700000002027082e-05,0.026426000000014938,3.799999990405922e-05,6.100000007336348e-05,0.11110599999994974,4.100000001017179e-05,4.200000000764703e-05,6.999999982326699e-06,CHAT_facebookchatgateway.pcap
1386344369,167772687,110,47257,11,60,60,60,60,60,60,60,60,60,60,60,0.8586940000000141,1e-05,0.008758000000057109,0.03033899999991263,0.11183600000003935,0.1373790000000099,0.010311999999998989,0.1023850000000266,0.007770999999934247,0.2801759999999831,0.0036590000000842338,0.14501099999995404,CHAT_facebookchatgateway.pcap
167772687,1386344369,47257,110,11,597,597,597,597,597,597,597,597,597,597,597,0.8255699999999706,1e-05,0.11217499999997926,0.13771700000006604,0.0103039999999055,0.10230300000000625,0.007602000000019871,0.2782449999999699,0.004484000000047672,0.14643100000000686,0.02456900000004225,0.0012929999999187203,CHAT_facebookchatgateway.pcap
167772687,1386344369,47257,110,11,54,54,54,54,54,54,54,54,54,54,54,0.6568200000000388,1e-05,0.00084500000002663,0.025658000000021275,0.0004809999999224601,0.11072799999999461,4.3000000005122274e-05,0.002907000000050175,0.02826300000003812,0.44990499999994427,0.003941000000054373,0.03271899999992911,CHAT_facebookchatgateway.pcap
167772687,1386344369,47257,110,11,1514,223,1111,1111,1111,1514,679,1111,597,597,1111,0.34417500000006385,1e-05,0.0005499999999756255,0.008332999999993262,0.0007590000000163855,0.0005840000000034706,0.0005459999999857246,0.0001770000000078653,0.07022900000004029,0.0007590000000163855,0.13365199999998367,0.12841900000000805,CHAT_facebookchatgateway.pcap
1386344369,167772687,110,47257,11,60,60,60,60,60,60,60,60,60,60,60,0.34671400000001995,1e-05,0.002057000000036169,0.00021300000003066089,0.008620999999948253,0.0004750000000512955,0.0007289999999784413,0.0005260000000362197,0.07082700000000841,0.00016899999991437653,0.1343259999999873,0.12775600000009035,CHAT_facebookchatgateway.pcap
1386344369,167772687,110,47257,11,1474,1334,1404,1404,1420,597,597,1404,1404,1404,1404,0.5844909999999572,1e-05,8.999999977277184e-06,0.0017749999999523425,0.025383000000033462,0.0010979999999563006,0.14151200000003428,0.2701120000000401,0.042206999999962136,0.03270499999996446,0.0013730000000578002,0.06750699999997778,CHAT_facebookchatgateway.pcap
167772687,1386344369,47257,110,11,597,597,597,597,1140,597,597,597,1111,597,597,0.3114229999999907,1e-05,0.0004059999999981301,0.00046700000007149356,0.00033699999994496466,0.0007799999999633656,0.0011220000000093933,0.06371899999999187,0.0006769999999960419,0.00042100000007394556,0.19756599999993796,0.04579799999999068,CHAT_facebookchatgateway.pcap
1386344369,167772687,110,47257,11,60,60,60,60,60,60,60,60,60,60,60,0.3139879999999948,1e-05,0.00027199999999538704,0.0005400000000008731,0.000881999999933214,8.700000000771979e-05,0.0011560000000372384,0.06381399999997939,0.0007419999999456195,0.0009750000000394721,0.19691199999999753,0.04575699999998051,CHAT_facebookchatgateway.pcap
1386344369,167772687,110,47257,11,1404,1275,1404,876,1474,1474,1264,1474,94,1294,1404,0.27585899999996855,1e-05,0.036243000000013126,0.16240499999992153,0.04781800000000658,0.02645200000006298,3.90000000152213e-05,4.3000000005122274e-05,0.0008189999999785869,3.400000002784509e-05,5.999999984851456e-06,0.0009529999999813299,CHAT_facebookchatgateway.pcap
167772687,1386344369,47257,110,11,54,54,54,54,54,54,54,54,54,54,54,0.49672799999996187,1e-05,0.06831299999998919,0.07502399999998488,0.19793300000003455,0.0008609999999862339,0.0003440000000409782,0.0016959999999244246,0.0028580000000602013,0.14510199999995166,5.0999999984924216e-05,0.004517000000078042,CHAT_facebookchatgateway.pcap
1386344369,167772687,110,47257,11,1404,1404,1404,1404,1404,1474,1474,1264,1474,1474,1474,0.15257500000006985,1e-05,0.0004109999999855063,0.002447000000074695,0.0635019999999713,0.053158999999936896,0.028405000000020664,8.200000002034358e-05,9.999999974752427e-06,0.0044900000000325235,2.300000005561742e-05,3.8999999901534466e-05,CHAT_facebookchatgateway.pcap
1386344369,167772687,110,47257,11,1474,1124,1404,1474,1334,1474,1474,1474,1194,1474,1334,0.143846999999937,1e-05,2.6999999931831553e-05,0.0454019999999673,0.024589000000105443,7.999999991170625e-05,0.0659450000000561,4.0000000012696546e-05,4.100000001017179e-05,7.999999979801942e-06,0.007665999999971973,3.6000000022795575e-05,CHAT_facebookchatgateway.pcap
167772687,1386344369,47257,110,11,54,54,54,54,54,54,54,54,54,54,54,0.3101689999999735,1e-05,0.07005800000001727,0.03985099999999875,0.026179999999953907,4.200000000764703e-05,0.007708999999977095,0.0008820000000469008,0.07417099999997845,0.005165000000033615,0.038248999999950684,0.022685000000024047,CHAT_facebookchatgateway.pcap
167772687,1386344369,47257,110,11,597,597,597,1111,597,597,597,597,597,597,1111,0.637473,1e-05,0.0003580000000056316,0.1054429999999229,0.0005200000000513683,0.09786899999994603,0.0018210000000635773,0.0019589999999425345,0.10724800000002688,0.17856800000004114,0.1416029999999182,0.0019260000000258515,CHAT_facebookchatgateway.pcap
1386344369,167772687,110,47257,11,60,60,60,60,60,60,60,60,60,60,60,0.7771680000000742,1e-05,9.000000000014552e-05,0.10562700000002678,0.00037099999997280975,0.0985440000000608,0.0019049999999651845,0.0012890000000425061,0.10730999999998403,0.17851699999994253,0.14157199999999648,0.0019050000000788714,CHAT_facebookchatgateway.pcap
1386344369,167772687,110,47257,11,1474,1050,1404,1474,1334,1474,1334,616,1404,1332,597,0.48244800000009036,1e-05,1.0000000088439265e-05,0.07325399999990623,0.0009049999999888314,4.8000000106185325e-05,0.005070999999929882,0.00011600000004818867,0.060506999999915934,0.025552000000061525,0.14057100000002265,0.14818100000002232,CHAT_facebookchatgateway.pcap
167772687,1386344369,47257,110,11,597,597,597,597,1111,597,597,1111,597,597,597,1.0942009999999982,1e-05,0.000463999999965381,0.00035200000002078013,0.0004799999999249849,0.018860000000017862,0.25089200000002165,0.15453600000000733,0.010569000000032247,0.32048599999995986,0.31550400000003265,0.02199699999994209,CHAT_facebookchatgateway.pcap
1386344369,167772687,110,47257,11,60,60,60,60,60,60,60,60,60,60,60,1.0942270000000462,1e-05,0.0004709999999477077,0.00022599999999783904,0.0003740000000789223,0.01896399999998266,0.2514680000000453,0.15430299999991348,0.010221000000001368,0.3204719999999952,0.3155669999999873,0.021801000000095883,CHAT_facebookchatgateway.pcap
1386344369,167772687,110,47257,11,597,597,1140,1404,1361,1404,1332,1404,789,597,1404,1.5025980000000345,1e-05,0.13890200000003006,0.1401939999999513,0.11502800000005209,0.029781999999954678,0.09182300000009036,0.09261900000001333,0.029584999999997308,0.11689899999998943,0.6060519999999769,0.10308599999996204,CHAT_facebookchatgateway.pcap
167772687,1386344369,47257,110,11,54,54,54,54,54,54,54,54,54,54,54,2.103646000000026,1e-05,0.5007829999999558,0.13871100000005754,0.24492899999995643,0.13101900000003752,0.053701000000046406,0.06789199999991524,0.07844299999999294,0.6059240000000727,0.14167199999997138,0.0005579999999554275,CHAT_facebookchatgateway.pcap
167772687,1386344369,47257,110,11,597,597,597,597,597,597,1514,679,1111,597,597,1.158085999999912,1e-05,0.4122469999999794,0.00048600000002352317,0.49267599999996037,0.11127799999997023,0.0007620000000088112,0.06791399999997338,0.000367999999980384,0.0003160000001116714,0.07097999999996318,0.0006129999999302527,CHAT_facebookchatgateway.pcap
1386344369,167772687,110,47257,11,60,60,60,60,60,60,60,60,60,60,60,1.2989810000000261,1e-05,0.4124219999999923,0.00030600000002323213,0.4927790000000414,0.11180799999999635,0.0030009999999265347,0.06558100000006561,0.0001929999999674692,0.07123799999999392,0.0006369999999833453,0.0007520000000340588,CHAT_facebookchatgateway.pcap
1386344369,167772687,110,47257,11,304,597,1404,1404,981,597,597,1474,1334,1474,1334,0.9004649999999401,1e-05,0.14003600000000915,0.06015300000001389,9.499999998752173e-05,0.13096599999994396,0.26769500000000335,0.14795300000002953,0.0510269999999764,9.999999997489795e-05,0.10233400000004167,9.1999999995096e-05,CHAT_facebookchatgateway.pcap
167772687,1386344369,47257,110,11,54,54,54,54,54,54,54,54,54,54,54,0.9898530000000392,1e-05,0.06014400000003661,7.099999993442907e-05,0.130991999999992,0.4535950000000639,0.013062999999988278,0.00013000000001284207,0.10232599999994818,5.699999996977567e-05,0.03631400000006124,0.1928219999999783,CHAT_facebookchatgateway.pcap
1386344369,167772687,110,47257,11,938,1140,597,1111,597,1111,597,1404,1404,525,1404,4.141285000000039,1e-05,0.19281000000000859,1.489785999999981,0.18862300000000687,0.32262600000001385,1.1175120000000334,0.20660099999997783,0.046809999999936736,0.10508000000004358,0.035712999999987005,0.4356750000000602,CHAT_facebookchatgateway.pcap
167772687,1386344369,47257,110,11,54,54,54,54,54,54,54,54,54,54,54,2.5574980000000096,1e-05,0.1473519999999553,0.360683999999992,1.0794470000000729,0.24340999999992619,0.009983000000033826,0.10509600000000319,0.07468300000005001,0.396712999999977,5.3999999977349944e-05,0.01069299999994655,CHAT_facebookchatgateway.pcap
167772687,1386344369,47257,110,11,1514,165,597,1111,597,597,597,597,597,1111,1111,4.741061000000059,1e-05,0.00022799999999278953,0.5235640000000785,1.2043999999999642,0.486534000000006,1.4412790000000086,0.005516999999940708,0.0017550000000028376,0.33778300000005856,0.7373029999999972,0.0018890000000055807,CHAT_facebookchatgateway.pcap
1386344369,167772687,110,47257,11,60,60,60,60,60,60,60,60,60,60,60,4.7538509999999405,1e-05,1.2047109999999748,0.48627699999997276,1.4416640000000598,0.004913999999985208,0.002085999999962951,0.33827800000005936,0.7366180000000213,0.0024859999999762294,0.12269400000002406,0.4137029999999413,CHAT_facebookchatgateway.pcap
1386344369,167772687,110,47257,11,789,1404,789,597,1404,789,597,597,1404,1404,1404,1.2647889999999506,1e-05,0.010682999999971798,0.12940600000001723,0.3173669999999902,0.1679910000000291,0.021730999999931555,0.15489999999999782,0.2859849999999824,0.1417989999999918,7.700000003296736e-05,0.03482500000006894,CHAT_facebookchatgateway.pcap
167772687,1386344369,47257,110,11,597,597,597,597,597,1140,1111,1514,1514,1514,872,1.195795999999973,1e-05,0.41351799999995364,0.0008050000000139335,0.49691200000006575,0.28094499999997424,0.0009420000000091022,0.0007329999999683423,0.0006300000000010186,0.0004720000000588698,0.00036199999999553256,0.00044200000002092565,CHAT_facebookchatgateway.pcap
167772687,1386344369,47257,110,11,54,54,54,54,54,54,54,54,54,54,54,1.8376540000000432,1e-05,0.3173510000000306,0.16800200000000132,0.021705999999994674,0.15492199999994227,0.32466599999997925,0.10310800000002018,5.599999997230043e-05,0.03483400000004622,0.017796999999973195,0.6951520000000073,CHAT_facebookchatgateway.pcap
